일자	언론사	제목	본문
20210805	문화일보	넥슨 “미래성장 동력 ‘슈퍼 지식재산권’ 10종 개발”	"미디어 쇼케이스서 밝혀 



“내년까지 1000여명 채용 

과감한 투자 연구에 집중 

사회 환원 활동 강화할 것” 

신규 게임 7종도 공개



코로나19로 게임업계 신작 및 개발자 모시기 경쟁이 날로 치열해지는 가운데 넥슨이 미래 성장 동력이 될 슈퍼 지식재산권(IP)을 개발 육성한다. 또 오는 2022년까지 1000명 이상을 신규 채용한다. .."
20210805	전자신문	"넥슨, ""글로벌기업과 경쟁 무기는 '슈퍼 IP'와 '넥슨 DNA'"""	"넥슨이 잠재력을 가진 '슈퍼 지식재산권(IP)'을 개발?발굴해 미래를 이끌어갈 성장동력으로 키운다. 이용자 여가시간을 놓고 경쟁하는 글로벌 IT 시장에서 게임이 가장 고평가 받을 수 있도록 대형 프로젝트를 시작한다.

이정헌 넥슨 대표는 5일 “넥슨은 세계 시장에서 경쟁력 있는 프로젝트를 만들기 위해서 3년 동안 신작 개발 전략을 대대적으로 수정하면서 .."
20210805	머니투데이	"넥슨, '본게임'은 이제부터 ""흥행 도전 둘 다 잡겠다"""	"[머니투데이 윤지혜 기자] ""앞으로의 50년을 채워줄 슈퍼 IP(지식재산권) 10종을 개발 육성하고 지속적인 연구와 과감한 투자를 진행하겠다.""

이정헌 넥슨코리아 대표는 5일 온라인으로 진행된 미디어 쇼케이스에서 이같이 말했다. 

메이플스토리 카트라이더 바람의나라 던전앤파이터 등 기존 IP의 재활용을 넘어 신규 콘텐츠를 적극 발굴하겠다는 방침이다. .."
20210805	한국경제	"이정헌 넥슨 대표 ""매출 3조 시대 이젠 '사랑받는 회사' 만들겠다"""	"이정헌 넥슨코리아 대표(사진)가 신규 개발 프로젝트(NEXON New Projects) 미디어 쇼케이스를 통해 3년 만에 공식석상에 섰다. 이 대표는 2019년 매각 이슈부터 확률형 아이템 논란까지 넥슨을 둘러싼 이슈에 대해 직접 언급하며 '사랑받는 회사'를 만들겠다고 약속했다. ""매각 이슈 통해 회사 전체 더 발전해""이 대표는 5일 미디어 쇼케이스를 .."
20210805	디지털타임스	"넥슨 ""슈퍼 IP 10종 이상 개발 내년까지 1000명 이상 신규 채용"""	"""앞으로 넥슨을 책임질 새로운 슈퍼 IP(지식재산권) 10종 이상을 개발 육성하고 지속적인 연구와 과감한 투자에 집중할 계획이다.""



이정헌 넥슨 대표가 5일 온라인으로 열린 '넥슨 뉴 프로젝트 : 미디어 쇼케이스'에서 신규 개발 프로젝트 7개와 경영 목표를 발표했다.



이날 쇼케이스에서는 △향후 경영 목표 △신규 개발 프로젝트 7종 △넥슨의 서.."
20210805	헤럴드경제	넥슨 “슈퍼IP 10종 이상 개발...내년까지 1000여명 신규채용”	"“올 하반기부터 내년까지 1000명 이상을 신규로 채용하겠습니다.” 
 
 이정헌 넥슨 대표는 5일 온라인으로 진행한 미디어 쇼케이스에서 신규 개발 프로젝트와 경영 목표를 발표하며 이같이 말했다. 1년 반 남짓한 기간 동안 전체 임직원(1분기 한국지역 기준 약 5100명)의 20%를 추가 채용하겠다는 것이다. 
 
 특히 이 대표는 현재 넥슨이 보유한 .."
20210805	아주경제	이정헌 넥슨 대표 “슈퍼 IP 10종 이상 개발... 내년까지 1000명 이상 채용”	"이정헌 넥슨코리아 대표[사진=넥슨 제공] 
 
 이정헌 넥슨코리아 대표가 회사의 50년을 책임질 IP(지식재산권)를 10종 이상 개발하고 육성하겠다고 밝혔다. 게임 외에 다양한 카테고리에서도 흥행하고, 글로벌 시장에서도 승부할 수 있는 IP를 발굴하는 게 목표다. 이를 위해 올해 하반기부터 내년까지 1000명 이상의 인재를 채용한다. 넥슨은 이날 개발 .."
20210805	동아일보	"슈퍼 IP 발굴 중인 넥슨, 대규모 신규 라인업 대거 공개"	"넥슨은 자사의 신작 라인업을 공개하는 ‘NEXON New Project 미디어 쇼케이스’를 금일(5일) 진행했다. 
 
온라인을 통해 진행된 이번 쇼케이스에서는 넥슨이 2021년 조직된 '신규 개발 본부'를 통해 개발 중인 게임을 비롯한 신작 게임이 대거 소개되었으며, 이정헌 대표를 비롯한 주요 핵심 인원들이 무대에 나서 넥슨의 새로운 로드맵을 공개했다.."
20210805	세계일보	"넥슨, 슈퍼 IP 10종 이상 개발 2022년까지 1000명 이상 채용"	"넥슨은 5일 새 지적재산(IP)으로 자리매김할 게임을 대거 개발하고 채용도 큰 폭으로 늘리는 내용의 경영 목표를 발표했다. 
 
 이정헌 대표는 이날 온라인으로 연 ‘넥슨 뉴 프로젝트 : 미디어 쇼케이스’ 행사에서 “앞으로 넥슨을 책임질 새로운 슈퍼 IP 10종 이상을 개발 육성하고, 지속적인연구와 과감한 투자에 집중할 계획”이라고 밝혔다. 
 
 넥슨.."
20210805	아시아경제	"이정헌 넥슨 대표 ""슈퍼IP 10종 개발 신규 1000명 채용"""	"이정헌 넥슨코리아 대표가 슈퍼 지식재산권(IP) 10종을 개발하고, 내년까지 1000명 이상 인원을 신규로 채용할 것이라고 5일 밝혔다. 
 
이 대표는 이날 온라인으로 개최된 ‘넥슨 미디어 쇼케이스’에서 ""지속적인 연구와 과감한 투자에 집중할 계획""이라면서 이같이 말했다. 넥슨은 지난해 국내 게임사 최초로 연간 실적 3조원을 돌파했다. 올해 초 전 직.."
20210805	아주경제	[아주증시포커스] ?항공기?선박?지재권으로 큰손들 대체투자로 머니무브 外	"[사진=아주경제DB] 
? 
 
◆아주경제 주요뉴스 
▷?증시?부동산에서 항공기?선박?지재권으로 큰손들 대체투자로 머니무브 
-특별자산펀드에 가입한 한 투자자의 말이다. 급격히 오르는 물가와 변동성 장세가 맞물리면서 고액 자산가들이 대체투자에 눈을 돌리고 있어. 
-항공기와 지식재산권, 탄소배출권 등 특별자산에 투자하는 특별자산펀드 순자산이 110조원을.."
20210805	중앙일보	[팩플] 너와 나의 연결고리 텐센트 기침에 K게임 앓아누웠다	"텐센트가 ‘콜록’하자 한국 게임사가 앓아 누웠다. 지난 3일 중국 정부의 텐센트 게임 규제 가능성이 제기되자, 한국 주요 게임사들의 주가가 출렁인 것. 중국 시장의 연결고리가 되어줬던 텐센트가 중국발(發) 리스크로 다가오고 있다. 
 
 무슨 일이야 지난 3일 중국 관영 신화통신의 경제지 경제참고보(經濟參考報)는 ‘수천 억 산업이 된 정신적 아편’이라는.."
20210805	한국일보	"“국민게임 카트라이더, 영화로 만난다” 넥슨의 닉 반 다이크 수석부사장 인터뷰"	"“영화나 TV 시리즈로 만들 만한 넥슨 게임은 카트라이더, 메이플 스토리, 던전 앤 파이터입니다.”
국내 대표 게임업체 넥슨이 영화, TV까지 영역을 넓히며 디즈니와 어깨를 겨루는 종합 엔터테인먼트 기업으로의 변신을 시도한다. 이를 위해 넥슨은 지난달 16일 유명 영화사 디즈니와 게임업체 액티비전 블리자드 출신의 닉 반 다이크씨를 최고전략책임자(CSO).."
20210804	한국일보	8월부터 대작 게임 나오는데... 갑자기 터진 '중국발 리스크'	"게임업계에 먹구름이 드리우고 있다. 신종 코로나바이러스 감염증(코로나19) 여파로 지연된 상반기 신작 출시로 실적 악화는 불가피할 것으로 점쳐지면서다. 여기에 최대 시장인 중국에선 관영매체가 게임을 ‘마약’으로 규정, 하반기 출시 예정인 국내 게임업계의 신작 흥행도 장담할 순 없게 됐다.
4일 금융정보업체 에프앤가이드에 따르면 엔씨소프트는 올해 2분기 .."
20210804	서울경제	"텐센트, 크래프톤 '화평정영'도 청소년 이용시간 줄이나"	"중국 정부가 ‘게임 때리기’에 나서며 중국과 연관이 깊은 국내 게임사들에 대한 우려가 커지고 있다. 업계는 각 사 별로 중국 의존도가 다르고, 중국이 청소년 게임 중독을 문제삼고 있는 만큼 주요 이용자 층에 따라 희비가 갈릴 것으로 보고 있다. 다만 업계는 게임 산업 전반에 대한 중국 정부의 태도와 정책에 촉각을 곤두 세우고 있다. 판호 허가와 신작 출.."
20210804	YTN	"[생생경제] 크래프톤 청약 흥행 참패, 중국이 찬물 뿌렸다?"	"■ 방송 : YTN 라디오 FM 94.5 (15:00~16:00)
■ 진행 : 권혁중 경제평론가
■ 방송일 : 2021년 8월 4일 (월요일)
■ 대담 : 위정현 중앙대학교 경영학과 교수
* 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다.

[생생경제] 크래프톤 청약 흥행 참패, 중국이 찬물 뿌렸.."
20210804	아주경제	타타모터스의 '넥슨EV'	"(사진=타타 제공) 
 
타타모터스가 네팔에 출시한 '넥슨EV' 
? 
[번역]강지혜 기자"
20210804	서울경제	넥슨 올해 첫 신작 '기지개'... '코노스바 모바일' 8월 19일 출시 확정	"4일 넥슨은 신작 모바일 게임 ‘코노스바 모바일 판타스틱 데이즈(이하 코노스바 모바일)’를 오는 8월 19일 출시한다고 밝혔다. 
 

 일본 애니메이션 ‘이 멋진 세계에 축복을!’을 원작으로 하는 이 게임은 지난해 일본 및 대만, 홍콩, 마카오에서 출시돼 인기리에 서비스 중이다. 넥슨으로서는 올해 첫 신작이기도 하다. 
 

 넥슨은 코노스바 모바일을.."
20210804	머니투데이	"넥슨 신작 '코노스바 모바일', 19일 국내외 정식 출시"	"[머니투데이 윤지혜 기자] 넥슨은 오는 19일 신작 모바일게임 '코노스바 모바일 판타스틱 데이즈'(이하 코노스바 모바일)를 국내외 시장에 정식 출시한다고 4일 밝혔다. 한국어를 비롯해 영어, 독일어, 프랑스어, 스페인어, 포르투갈어, 러시아어, 일본어 등 총 8개 언어를 지원한다.

앞서 넥슨은 코노스바 모바일을 지난해 일본 대만 홍콩 마카오에서 출시한.."
20210804	아시아경제	넥슨 '코노스바 모바일' 19일 정식 출시	"[아시아경제 부애리 기자] 넥슨이 신작 '코노스바 모바일 판타스틱 데이즈'를 오는 19일 정식 출시한다. 
 
4일 넥슨에 따르면 국내와 글로벌 전역에서 구글플레이 애플 앱스토어를 통해 정식 서비스 된다. 한국어를 비롯해 영어 독일어 프랑스어 스페인어 포르투갈어 러시아어 일본어 등 8개 언어를 지원한다. 
 
코노스바 모바일은 애니메이션 '이 멋진 세계.."
20210804	매일경제	"카카오게임즈, 2분기 매출 증가에도 영업익 반 토막 이유는? 향후 변수는 ‘중국발 규제’"	"카카오게임즈의 2분기 실적이 발표됐다. 매출은 21.6% 늘었지만 영업이익은 50% 가까이 떨어진 것으로 나타났다. 
8월 4일 카카오게임즈는 올 2분기 매출이 1295억원, 영업이익은 81억원을 기록했다고 밝혔다. 전년 동기 대비 매출은 21.6% 늘었지만 영업이익은 49.5% 감소했다. 직전 분기에 비해서는 매출 1%, 영업이익 48% 감소한 것으로.."
20210804	아시아경제	"中 매체 ""게임은 정신적 아편"" 업계 긴장"	"중국 정부 산하 관영 매체가 온라인 게임을 ‘정신적 아편’이라고 비판하면서 국내 게임업계가 또 다시 긴장하고 있다. 
 
4일 게임업계에 따르면 신화통신의 자매지인 경제참고보는 전날 온라인 게임을 ‘정신적 아편’, ‘전자 마약’이라고 비판했다. 해당 기사의 여파로 텐센트와 넷이즈 등 중국 게임사들의 주가가 폭락했고, 일본 증시에 상장된 넥슨을 비롯해 국.."
20210804	디지털타임스	"넥슨, `코노스바 모바일` 19일 정식 출시"	"넥슨이 오는 19일 신작 모바일 게임 '코노스바 모바일 판타스틱 데이즈'를 국내외 시장에 정식 출시한다고 4일 밝혔다.



구글 플레이, 애플 앱스토어를 통해 정식으로 서비스하며 한국어를 비롯해 영어, 독일어, 프랑스어, 스페인어, 포르투갈어, 러시아어, 일본어 등 총 8개 언어를 지원한다.



코노스바 모바일은 애니메이션 '이 멋진 세계에 축복을!.."
20210804	전자신문	"넥슨, '코노스바 모바일' 19일 출시"	"넥슨(대표 이정헌)이 신작 모바일 게임 '코노스바 모바일 판타스틱 데이즈(이하 코노스바 모바일)'를 8월 19일 국내와 글로벌 시장에 출시한다.

국내 및 글로벌 전역에서 구글 플레이, 애플 앱스토어를 통해 정식으로 서비스한다. 한국어를 비롯해 영어, 독일어, 프랑스어, 스페인어, 포르투갈어, 러시아어, 일본어 등 총 8개 언어를 지원한다.

코노스바 .."
20210804	중앙일보	[팩플] 1년 매출 탈탈 털어 소셜카지노 인수 넷마블 방준혁 또 잭팟?	"넷마블이 글로벌 소셜 카지노 3위 기업 '스핀엑스'를 2조 5000억원에 인수했다. 지난해 국내 1위 렌탈업체 코웨이 최대주주에 오른 데 이어, 또 다른 대형 인수 합병(M&A)을 성사시킨 것. 국내에선 생소한 소셜 카지노에 게임업계 사상 최대 규모 '빅딜'을 한 배경은. 
 
 무슨 일이야? 넷마블은 모바일 소셜 카지노업체 '스핀엑스'의 지주회사 레오.."
20210804	머니투데이	"中 매체 ""게임은 정신적 아편"" 기사 삭제에도 게임주 출렁"	"[머니투데이 정혜윤 기자] 중국 관영매체가 온라인 게임을 '정신적 아편', '전자 마약'이라고 비판하자 중국 게임주 주가가 출렁이는 것은 물론 국내 게임주도 하락 마감했다. 

3일 카카오게임즈는 전일대비 3.47%(3000원) 내린 8만3400원에 장을 마쳤다. 펄어비스도 6.83%(5200원) 빠진 7만900원에 마감했다. 이외 컴투스(-3.08%).."
20210804	동아일보	中 관영매체 “게임은 전자마약” 게임株 폭락	중국 정부가 자국 빅테크(대형 기술) 기업과 사교육 업체 등에 대해 이른바 ‘홍색 규제’로 불리는 제재를 강화하고 있는 가운데 중국 관영 매체가 온라인 게임을 ‘정신적 아편’이라고 표현하자 텐센트 등 게임 관련 중국 기업들의 주가가 폭락했다. 갈수록 수위가 높아지는 당국의 홍색 규제로 긴장하고 있는 텐센트는 미성년자의 게임 이용을 제한하겠다고 발표했다...
20210804	파이낸셜뉴스	'고평가' 크래프톤 흥행참패 주식청약도 옥석 가리기 [열풍 사그라든 IPO]	"높은 공모가에 투자자 외면 
묻지마 청약 무조건 따상 사라져 
경쟁률 7.8대 1 증거금 5조원 
SKIET의 9분의 1 수준 그쳐 

 

 

 
 
 
 
 
 
 
 
 
 
 
 
 
 크래프톤 기업공개(IPO)를 위한 공모주 일반 청약 마지막 날인 3일 오후 서울의 한 증권사 창구에서 투자자들이 상담을 받고 있다. 뉴시스 
 
 
 하반기 .."
20210803	조선일보	“게임은 정신 아편” 中매체 한마디에 게임주들 폭락	"3일 한 중 일 증시에서 주요 게임 기업 주가가 요동쳤다. 게임을 ‘정신의 아편’이라고 비판한 한 중국 관영 매체의 보도 때문이었다. 
 
이날 중국 관영 신화통신 산하 ‘경제관찰보’는 “수천억 위안 규모의 산업이 되어버린 ‘정신 아편’”이라는 제목의 기사를 게재했다. 경제관찰보는 “게임 과몰입은 미성년자의 신체 건강과 정신 건강에 모두 독이 된다”며 .."
20210803	머니투데이	"韓게임주까지 흔든 中 ""정신적 아편"" 호통 텐센트 꼬리내렸다"	"[머니투데이 박가영 기자, 황시영 기자] [(상보)아시아 게임주들 급락 
텐센트 ""셧다운제 강화하겠다""]

 중국 관영매체가 온라인 게임을 '정신적 아편'이라고 강하게 비판하자 텐센트가 자사 게임에 대한 셧다운제를 강화하겠다는 입장을 밝혔다. 

3일 로이터에 따르면 텐센트는 이날 입장문을 통해 미성년자의 게임 이용 시간을 평일 1시간30분에서 1시간으.."
20210803	한국경제	"크래프톤, 1인당 최대 14주 받는다"	크래프톤의 유가증권시장 상장을 위한 공모주 청약에 5조원의 자금이 몰렸다. 최근 공모주에 수십조원의 자금이 몰리는 분위기인 데다 크래프톤이 하반기 최대 기대주 중 하나라는 점을 감안하면 기대에 못 미치는 성적이란 평가가 나온다. 공모가가 다소 높다는 의견이 나오면서 투자자의 참여가 저조했다. 이날 중국 정부의 게임산업 규제 우려로 게임주가 일제히 급락한..
20210803	매일경제	"‘메타버스판 유튜브’ 로블록스 제페토 아시나요 오큘러스 VR, 유니티 CG 독보적"	"메타버스는 말 그대로 ‘또 하나의 세상’이다. 새로운 세계를 ‘창조’하는 일이다 보니 수많은 기술과 노력 그리고 비용이 투입된다. 한 기업이 나 홀로 주도하기에는 여러모로 한계가 있을 수밖에 없다. 최근 ‘메타버스 산업 생태계’가 빠르게 조성되고 있는 이유다.
메타버스 만들기에 뛰어든 ‘메타버스 기업’은 크게 3가지 범주로 구분할 수 있다. 각자 제공하.."
20210803	매일경제	3N 신작 진검승부 시작하나 [아이티라떼]	"잠잠했던 3N(넥슨 넷마블 엔씨소프트)이 이달부터 활발히 움직일 준비를 하고 있습니다. 다음주 상장을 앞둔 크래프톤, '오딘: 발할라 라이징'으로 모바일 게임 매출 1위를 차지한 카카오게임즈가 최근 급부상했는데요, '게임계 큰형'들이 진가를 보여줄지 궁금해지는 시점입니다.
넥슨은 이정헌 대표가 5일 직접 미디어 쇼케이스를 진행합니다. '프로젝트 HP'는.."
20210803	서울신문	中매체 “게임은 정신적 아편” 비판에 전세계 게임주 폭락	"중국 공산당의 입인 관영매체가 온라인 게임을 ‘정신적 아편’ 또는 ‘전자 마약’이라고 비판하자 텐센트 등 중국 게임주식은 물론 전세계 게임주가 일제히 폭락했다.
이날 중국 관영 신화통신의 자매지인 ‘경제참고보’는 일부 학생들이 텐센트의 게임인 ‘왕자영요’를 하루 8시간씩 한다며 게임을 “정신적 아편”이라고 지칭했다. 경제참고보는 더 나아가 게임에 대한 .."
20210803	아주경제	“본업이냐 신사업이냐”... 김정주 방준혁 김택진 엇갈린 투자 행보	"(왼쪽부터) 김정주 NXC 전 대표, 방준혁 넷마블 의장, 김택진 엔씨소프트 대표[사진=각 사 제공] 
 
 
지난 20여년간 한국 게임 산업을 일으킨 1세대 창업주들이 각기 다른 투자 행보를 보이고 있다. 넷마블을 창업한 방준혁 의장은 낮은 수익성을 극복하기 위해 본업과 시너지가 나지 않는 분야라도 투자를 마다하지 않는다. 미국 모바일 소셜카지노 게임.."
20210803	한국경제	"""게임은 정신적 아편"" 전세계 게임주 일제히 폭락"	"중국 관영매체가 온라인 게임을 ‘정신적 아편’ 또는 ‘전자 마약’이라고 비판하자 중국 게임회사 주식은 물론 전세계 게임주가 일제히 폭락했다. 
 
3일(현지 시각) 블룸버그통신은 중국의 이같은 비판 후 텐센트 등 중국 게임주식은 물론 아시아 증시 전체가 하락하고 있다고 보도했다. 
 
중국 관영 신화통신의 자매지인 ‘경제참고보’는 일부 학생들이 텐센트의.."
20210803	머니투데이	"""게임은 정신적 아편"" 中 보도에 한중일 게임주 폭락 소동"	"[머니투데이 황시영 기자] [넥슨 재팬 주가도 6% 이상 빠져]

 중국 관영매체가 온라인 게임을 '정신적 아편', '전자 마약'이라고 비판하자 3일 텐센트, 넷이즈 등 중국 게임 기업들의 주가가 폭락했다. 최근 중국정부가 IT기업, 교육업체에 잇따라 규제 정책을 꺼내며 시장은 예민해진 상태다.

이날 오전 10시30분(이하 현지시간) 홍콩 증시에서 텐.."
20210803	머니투데이	"中 관영 매체 ""게임은 정신적 아편"" 국내외 게임주 와르르"	"[머니투데이 정혜윤 기자] 중국 관영매체가 온라인 게임을 '정신적 아편', '전자 마약'이라고 비판하자 중국 게임주식은 물론 국내 게임주도 하락하고 있다. 

3일 오후 2시 49분 현재 카카오게임즈는 전일대비 3.59%(3100원) 내린 8만3300원에 거래되고 있다. 펄어비스도 7.62%(5800원) 빠진 7만200원에 거래 중이다. 이외 컴투스(-.."
20210803	전자신문	"제13회 대통령배 KeG, 전국 17개 지역서 대표 선발 시작"	"올해 대통령배 아마추어 e스포츠 대회에 출전할 17개 지역 대표 선수 선발이 시작된다.

한국e스포츠협회는 3일 문화체육관광부가 주최하고 협회가 주관하는 '제13회 대통령배 아마추어 e스포츠대회' 지역본선을 이달 7일부터 9월 12일까지 진행한다고 밝혔다. 전국 결선은 10월 9일, 10일 양일간 경상남도 창원에서 개최된다.

대통령배 KeG는 지역 e.."
20210803	아시아경제	'센놈'들이 온다 하반기 엔씨 넥슨 넷마블 신작 격돌	"올 하반기 대형 게임사들의 신작들이 격돌한다. 카카오게임즈의 ‘오딘:발할라 라이징’이 시장을 제패한 가운데, 3N(엔씨소프트 넷마블 넥슨)이 야심작의 출격을 줄줄이 예고해 ‘센 놈’들의 경쟁에 게임업계의 분위기가 고조되고 있다. 
 
3N 신작 줄줄이 나온다 
 
3일 게임업계에 따르면 엔씨는 김택진 대표가 직접 개발총괄로 나서 진두지휘하고 있는 ‘블레.."
20210803	세계일보	"식품 유통업계, 팬덤 저격 이색 컬래버 열풍"	"무더위가 지속되는 올 여름에도 소비자들을 사로잡기 위한 이색 컬래버레이션 열풍이 거세다. 색이 다른 브랜드가 만나 서로 반전 매력의 시너지를 뽐내며 여전히 많은 이들의 주목을 끌고 있기 때문이다. 
 
 색다른 만남을 강조하는 이색 컬래버가 이어지고 있는 반면 식품, 유통업계에서는 게임이나 아티스트와 손을 잡고 팬덤을 겨냥한 컬래버도 눈길을 끌고 있다..."
20210802	한국경제	방준혁의 야심 60억달러 소셜카지노 게임 시장 노린다	정보기술(IT)업계는 이번 스핀엑스 인수에 대해 “5년 만에 방준혁 넷마블 이사회 의장의 한이 풀렸다”는 평가를 내놨다. 넷마블이 소셜카지노 게임회사 인수 의향을 나타낸 것은 이번이 처음이 아니다. 넷마블은 2016년 소셜카지노 게임사 플레이티카 인수를 시도했다. 당시 인수전 금액은 4조원대에 달했다. 결국 자본력을 앞세운 중국계 컨소시엄에 밀려 인수에..
20210802	한국경제	"크래프톤, 청약 첫날 1.8조 몰려"	"게임 배틀그라운드 개발사인 크래프톤이 유가증권시장 상장을 위한 일반 청약 첫날에 1조8000억원을 끌어모았다. 
 
투자은행(IB)업계에 따르면 2일 미래에셋증권(배정비율 36.8%) NH투자증권(33.2%) 삼성증권(30.0%) 등 세 곳에서 동시에 진행한 크래프톤의 청약에 1조8017억원의 증거금이 유입됐다. 통합 경쟁률은 2.79 대 1인 것으로 .."
20210802	서울경제	"고난의 게임계 '2N', 하반기 신작으로 재도약 승부수"	"올 상반기 신작 출시 지연과 불매운동으로 실적 부진에 빠졌던 국내 게임업계 ‘투톱’ 넥슨과 엔씨소프트(036570)(NC)가 하반기 반전을 노린다. 핵심 무기는 역시 신작이다. 넥슨의 비밀병기는 ‘코노스바 모바일’, 엔씨의 야심작은 ‘블레이드&소울2’다. 카카오게임즈 크래프톤 등 후발주자들의 강력한 도전을 신작을 통해 극복할 수 있을 지 관심이 쏠린다..."
20210802	매일경제	"中, 한국 게임 판호 발급의 흑역사"	올여름 들어 게임 업계가 기대감으로 들썩이고 있다. 야외 활동이 많은 여름은 겨울에 비해 게임사의 매출이 비교적 적은 때임에도 불구하고 이런 긍정적인 분위기가 될 수 있던 배경에는 중국에서 들려온 소식이 있었다. 바로 국내 게임사 펄어비스의 대표작인 ‘검은사막 모바일’이 6월 28일 중국의 판호(版號) 발급 심사를 통과했다는 소식이었다. 업계와 언론에서..
20210802	아주경제	역대 최대 호황인데 신작은 안나오네... 게임업계 ‘코로나의 역설’	"[사진=게티이미지뱅크 제공] 
 
코로나19 확산으로 지난해 역대 최대 호황을 누렸던 게임업계가 올해는 코로나19의 역풍을 맞고 있다. 재택근무가 장기화하면서 신작 게임의 출시 연기가 줄줄이 이어지면서 출시 지연에 따른 손해비용도 나타나기 시작했다. 신작 출시가 없었던 올해 2분기 주요 게임사들의 성장세는 둔화할?전망이다. 근로시간 규제가 완화되지 않은.."
20210802	디지털타임스	윤명진 `던전앤파이터` 총괄 디렉터	"넥슨 자회사 네오플이 윤명진 이사를 '던전앤파이터'의 신규 총괄 디렉터로 선임한다고 2일 밝혔다.



이번 선임으로 윤 총괄 디렉터는 던파 IP(지식재산권) 기반 신작인 '던파 모바일', '프로젝트 BBQ'에 이어 PC 던파의 개발과 국내외 라이브 서비스까지 겸임하게 됐다.



윤 총괄 디렉터는 2014년부터 2017년까지 던파 개발 디렉터로 활약하.."
20210802	한국경제	넥슨 지주사 대표 물러난 김정주 행보는 코인? 엔터기업?	"김정주 넥슨 창업자가 지주사인 NXC 대표직에서 내려오면서 향후 행보에 관심이 모아진다. 
 
회사 측은 김정주 창업자가 사내이사와 NXC 등기이사직을 유지하면서 주요 의사결정에 참여하고 인재 양성에 집중할 예정이라고 밝혔다. 업계는 그가 가상자산(암호화폐)와 엔터테인먼트 분야에 큰 관심을 뒀던 만큼 이와 관련된 투자 활동을 할 가능성이 있다고 보고 있.."
20210802	아주경제	넥슨 네오플 총괄 디렉터에 ‘던파맨’ 윤명진 이사 선임	"윤명진 네오플 총괄 디렉터[사진=네오플 제공] 
 
넥슨의 자회사 네오플이 윤명진 이사를 새로운 총괄 디렉터에 선임한다고 2일 밝혔다. 
 
윤 신임 총괄 디렉터는 던전앤파이터 IP(지식재산권) 기반 신작인 ‘던파 모바일’과 ‘프로젝트 BBQ’를 개발 중인 네오플 액션스튜디오를 총괄해왔다. 그는 이번에 PC 던전앤파이터 개발과 국내외 라이브 서비스 업무.."
20210802	문화일보	< ICT >신작 게임 이달 잇단 출시 ‘겜心잡기’ 대전 막 올랐다	"엔씨소프트 

‘블레이드앤소울2’ 26일 출시 

사전 예약 746만명 인기몰이 



넷마블 ‘

마블 퓨처 레볼루션’25일 선봬 

슈퍼 히어로 선택해 전투 즐겨 



넥슨 

‘카트라이더:드리프트’곧 나와 

생동감 있는 입체 레이싱 선사 



크래프톤 웹젠 등 중견社 가세



국내 게임업계가 하반기 줄줄이 신작을 선보이며 역대급 경쟁에 나선.."
20210802	매일경제	"박지원 하이브 대표, BTS 넘어 플랫폼 기업 도약 ‘특명’"	"BTS(방탄소년단)가 미국 빌보드 메인 싱글 차트 핫100 9주 연속 1위의 대기록을 달성했다. ‘버터’로 7주 연속 1위를 차지한 뒤 ‘퍼미션 투 댄스’로 1위를 자체 바통 터치했다. 최신 차트(7월 31일자)에서 ‘버터’로 또다시 1위에 올랐다. 
BTS가 세계 최정상 그룹으로 글로벌 시장을 휘젓고 다니는 동안 하이브(HYBE) 경영진에 변화가 뚜렷.."
20210802	아시아경제	"넥슨 네오플, '던파맨' 윤명진 총괄 디렉터로 선임"	"[아시아경제 부애리 기자] 넥슨 개발 자회사 네오플은 윤명진 이사를 새 총괄 디렉터로 선임한다고 2일 밝혔다. 
 
온라인 액션게임 '던전앤파이터'의 경쟁력 강화를 위한 것이라고 회사 측은 설명했다. 
 
이번 선임으로 던파 지식재산권(IP) 기반 신작인 '던파 모바일'과 '프로젝트 BBQ'를 개발 중인 네오플 액션스튜디오를 총괄하던 윤 총괄 디렉터는 .."
20210802	머니투데이	"이광형 총장 ""규제로 신시장 일자리 놓쳐...미래지향적 리더십 절실"""	"[머니투데이 임상연 미래산업부장, 류준영 기자] ""충청권 스타트업 월드 구축...2041년 1000조 벤처집단 육성""
 이광형 카이스트 총장 , K-NEST 프로젝트에 10년간 10조 투입 선순환 혁신창업생태계 조성

 카이스트(KAIST)가 대전-세종-오송을 잇는 트라이앵글 지역에 '스타트업 월드'를 구축한다. 지역 내 산학연 오픈이노베이션(개방형 혁.."
20210802	파이낸셜뉴스	이건 못참지 '게임 빅3' 신작대전의 시간 왔다	"5일 넥슨 '프로젝트HP' 테스트 
25일 넷마블 '마블 레볼루션' 
다음날 바로 엔씨 '블소2' 출격 
카카오 '오딘' 열풍에 도전장 
시장 기대치 부응할 지 관심 

 

 

 
 
 
 
 
 
 넷마블 '마블 퓨처 레볼루션' 
 
 
 
 
 
 
 
 
 
 엔씨소프트 '블레이드&소울 2' 
 
 
 게임업계 빅3 넥슨, 엔씨소프트(엔씨),.."
